NAME	Astrocyte	Endothelial	Microglia	Oligodendrocyte	Neuron
Lims2	1	391.452868978753	1	546.445929147748	1
Lin7a	1	1	1	1	119.600340838916
Lingo1	1	1	1	1	295.354208558857
Lingo2	1	1	1	133.067291841842	1166.74166795918
Lipa	1	74.2374920055128	1	1	1
Litaf	1	1	238.031985742864	193.836318310957	1
Lix1	495.672572023946	1	1	1	42.9970935635915
Llgl1	1	1	1	103.781820544983	1
Lmbrd2	1	1	1	1	94.6759668491109
Lmf1	1	1	1	55.0604525493049	1
Lmntd1	1	169.109791643015	1	1	1
Lmo2	1	324.891491941526	249.949368571994	1	1
Lmo3	1	1	1	1	176.47417912554
Lnx1	1	1	1	89.0963182769098	28.0558791867894
Lnx2	1	120.298942689906	1	1	1
Lonrf2	1	1	1	1	143.265148780843
Lpar1	1	1	1	413.117236604661	1
Lpar6	1	1	296.950623649234	1	1
Lpcat2	1	1	558.215735040009	72.6180138615202	1
Lppos	135.101045288809	1	1	1	1
Lpxn	1	1	78.6503161467201	1	1
Lrfn2	1	1	1	1	89.7458597479143
Lrfn5	1	1	1	151.559630501588	713.492635708111
Lrig1	82.1060596942105	1	1	1	1
Lrmda	78.77548374485	1	724.861092045342	179.962851091031	1
Lrp10	1	79.450693141674	1	1	1
Lrp11	1	1	1	1	147.912369942186
Lrp4	250.059977733932	1	1	168.527790376516	1
Lrp5	1	1	133.439545446722	1	1
Lrrc25	1	1	131.9528453441	1	1
Lrrc3	1	1	90.1202566581575	1	1
Lrrc7	1	1	1	282.565769931621	788.173405074526
Lrrc8b	1	1	1	139.656272825873	101.742168070333
Lrrk1	1	193.302271732883	241.528379824955	1	1
Lrrn1	1	1	1	153.300107632072	1
Lrrtm3	1	1	1	324.308517824301	265.433013547456
Lrrtm4	1	1	1	1279.04475271948	1702.55536704466
Lsr	1	378.751174044813	1	1	1
Lst1	1	1	332.309390356415	1	1
Ltbp4	1	373.661328436262	1	1	1
Ltc4s	1	1	574.726048464558	1	1
Luzp2	6970.19362081977	1	1	1181.33544665651	229.705332852501
Ly6a	1	1281.32404672704	1	1	1
Ly6c1	1	2194.63010924702	1	1	1
Ly6e	1	1240.82114524202	585.514342016322	1	143.879453786259
Ly6h	1	1	1	94.1516125404427	319.40987266501
Ly86	1	1	1208.08562538454	1	1
Lyl1	1	1	174.103875265275	1	1
Lyn	1	157.444950658914	1249.79963306193	1	1
Lynx1	1	1	1	1	135.135091174262
Lypd1	1	1	1	1	130.913697294157
Lypd6	252.145122392578	1	1	1	50.6301060691091
Lyz2	1	1	348.301472773832	1	1
Lzts1	1	1	1	1	123.415096588834
Madd	1	1	1	1	151.514451640322
Maf	1	1	754.87491842982	1	90.1698372161091
Mafb	1	1	929.236245554707	1	1
Mag	1	1	1	750.313540452986	1
Mageh1	158.584910953923	1	1	1	1
Mal	1	301.731470560654	1	1815.41300099883	1
Mal2	1	1	1	1	174.384788963225
Maml3	1	149.205583611831	826.10716969685	1	135.289049162909
Man1c1	1	1	215.248921636878	1	40.5192384103953
Man2a2	1	1	1	111.108104559884	67.6823501384334
Man2b1	1	1	245.413338713526	1	1
Maob	125.847400523213	1	1	1	1
Map1a	1	1	1	244.078248064901	216.162027038644
Map2k6	281.268438397195	1	1	1	59.4386118268226
Map3k1	1	209.413459450133	1	1	1
Map3k11	1	103.179330356334	1	1	1
Map3k14	1	1	118.935059337516	1	1
Map3k19	99.0806925182134	1	1	1	1
Map3k20	1	337.047275604164	1	1	1
Map4k2	1	176.707544603049	1	1	28.3417555676512
Map6d1	1	1	1	170.974349614149	1
Map7	1	1	1	494.896286852415	94.6383650184099
Mapk4	419.748761192529	1	1	1	96.463781771485
Mapk8ip1	1	1	1	228.020555406258	89.5319808255656
Mapk8ip2	1	1	1	1	143.101323691454
Mapkapk2	1	1	120.404048277271	1	1
March1	1	1	282.649509333354	720.203662927066	365.869664097315
March8	1	1	1	199.669087762656	35.4829451289811
Matk	1	1	1	1	135.588224636768
Matn4	1	1	1	183.172416068283	1
Mboat7	1	1	1	1	101.127831639887
Mbp	1	1	1	4828.75643194353	59.3498538121714
Mcam	1	1	1	75.7400717850741	1
Mcf2l	1	425.034637085672	1	1	95.2527404559137
Mctp1	1	1	601.822837219918	1	321.92718818252
Mcur1	126.743055396867	1	1	1	1
Mdga2	2494.29983316078	1	1	1318.9969458401	1031.52003163502
Mecom	1	1077.03958636993	1	1	1
Med30	1	1	1	62.5604276285398	1
Megf10	274.657537522831	1	1	114.987648458258	1
Megf11	1	1	1	259.032694609788	1
Megf6	1	88.8815931479375	1	1	1
Meis2	819.859050953745	1	1	145.515018318041	197.757629350607
Mertk	1394.65204175669	146.122095262512	1987.24459230888	1	1
Metrn	155.78585723656	1	1	126.818954677792	1
Mfap3l	176.578427341132	1	1	1	30.5284568853871
Mfge8	1072.57067033648	183.495305212414	1	1	1
Mfn2	1	1	1	1	95.8792692797276
Mfsd4a	1	1	1	1	101.172955948021
Mgat1	1	1	170.861370427536	1	33.6677932435767
Mgat4a	1	1	435.114324377582	1	36.8547307567263
Mgat4c	351.085008492659	1	1	1	823.852770990568
Mgp	1	204.313168619851	1	1	1
Mical2	277.970586441976	1	1	1	149.610042020422
Micall1	1	1	1	127.898961500937	1
Mid1	148.477958026153	1	1	1	1
Mill2	1	261.160120758907	1	1	1
Mindy1	1	249.414830873955	1	49.1589594179476	1
Mir124.2hg	256.345780422843	1	1	1	123.87217365695
Mir124a.1hg	1	1	1	1	102.743899652766
Mir142hg	1	1	2988.97703086883	1	1
Mirg	1	1	1	1	90.1279166685384
Mknk1	1	1	370.336112998265	1	1
Mknk2	1	81.9503576959286	1	1	1
Mlc1	264.460713473607	1	1	1	1
Mlip	1	1	1	1	120.076359814966
Mlxip	1	1	205.507021634154	1	36.0482214024552
Mmd2	724.841352962706	1	1	195.019070143463	32.2392327144174
Mmp14	112.446543073113	1	1	1	1
Mmp15	1	1	1	91.3709642554657	1
Mmp17	1	1	1	1	130.653265342612
Mmrn2	1	125.953752432077	1	1	1
Mob3c	1	1	112.190984016912	1	1
Mobp	1	1	1	2874.97364271978	1
Mog	1	1	1	940.087731158351	1
Morc3	1	1	158.365512672759	1	24.6854791786051
Mpeg1	1	1	333.200321709293	1	1
Mpp6	131.227213497698	1	1	1	96.7098137340661
Mpp7	1	97.4611097757402	1	1	1
Mpped1	72.6990656557903	1	1	1	251.900656856245
Mpzl1	1	415.867679011721	1	495.002103210201	1
Mras	284.211635087477	1	1	1	96.9166960177768
Mro	266.754784193245	1	1	85.5436466290027	1
Mrps7	1	1	1	126.379443243201	50.3111683752942
Ms4a6b	1	1	114.622781067796	1	1
Ms4a6c	1	1	130.518294737075	1	1
Msi1	173.294389560516	1	1	1	1
Msmo1	637.839995797799	1	1	104.118883600299	61.0097071608431
Msn	1	376.591397516414	321.421211175777	1	1
Msra	1	1	1	1	200.263932896702
Msrb3	1	154.639295313841	1	1	1
Mt2	2342.70537843964	116.906130781241	1	1	1
Mt3	3968.29068561758	1	1	262.464142875696	599.696259514225
Mtmr10	1	1	1	94.8292673712005	1
Mtmr2	1	1	1	84.4626107030645	1
Mtr	1	1	91.3714632565145	1	1
Mtus2	1	1	1	1	136.121042905539
Mxra7	1	247.166106569252	1	1	1
Myh11	1	327.100512154903	1	1	1
Myh14	191.354611424571	1	1	1	1
Myl12a	1	731.994794653504	164.255210634909	65.0860401297641	1
Myl9	1	661.802331048187	1	1	1
Mylip	1	1	778.60040891899	1	1
Mylk	1	324.418761207836	1	1	1
Myo15	152.477480305278	1	1	1	1
Myo1b	1	265.975396641091	81.0775696904429	1	1
Myo1c	1	123.524778988522	1	1	1
Myo1e	75.3289100305437	372.055773440614	1	1	1
Myo1f	1	1	539.563443434121	1	1
Myo5a	1	1	1	204.583368608923	332.024089118009
Myo6	613.328008273318	144.054313707971	1	225.174788964509	1
Myrf	1	1	1	259.150591181347	1
Myrip	1	1	1	1	88.3274069332917
Myt1	1	1	1	86.4699614931765	1
Myt1l	1	1	1	130.240803641844	626.334339038746
Mzt2	1	1	83.0486930708146	1	1
N4bp3	1	81.6114482739147	1	1	1
Naaa	106.880172523051	1	1	1	1
Nadk2	142.672808048221	1	1	1	1
Nalcn	1	1	1	230.312228637737	192.010591435433
Nampt	1	257.422935949496	1	1	41.0077755601472
Napg	1	1	1	1	124.956798563823
Nat8f1	104.538843562961	1	1	1	1
Nat8f3	232.572957279007	1	1	1	1
Nat8l	1	1	1	1	162.138134287211
Nbl1	1	235.23722492806	1	1	36.1998109713381
Ncam1	1156.35939114392	1	1	1423.15396108478	649.490227111289
Ncam2	443.985096401933	1	1	1167.85751842387	517.447846673694
Ncf1	1	1	467.422709937209	1	1
Ncf2	1	1	395.968244664036	1	1
Nckap1l	1	1	241.867869634703	1	1
Nckap5	788.717303003723	1	1	710.253678924054	33.87666075212
Nckap5l	1	1	185.604678198148	1	1
Ncs1	1	1	1	1	163.38144197324
Ndnf	1	130.034060072239	1	1	1
Ndp	74.3592120934494	1	1	1	1
Ndrg1	1	556.496577880373	1	309.596920069082	1
Ndrg2	848.238028040161	1	1	98.1761608179017	1
Ndufa4l2	1	336.426423920529	1	1	1
Ndufaf4	125.232556498683	1	1	1	82.8516645194175
Necab1	1	1	1	1	197.427130495159
Necap1	1	1	1	1	139.452614960328
Nedd9	1	216.759682284428	1	1	1
Nefl	1	1	1	1	165.608381793545
Nek6	1	1	149.816982973305	1	1
Nell1	1	1	1	1	199.842883381604
Nell2	1	1	1	1	415.086904135401
Nes	1	202.111689576742	1	1	1
Net1	1	186.794318060663	1	1	24.2832168032408
Neu4	1	1	1	295.469758788013	1
Neurl3	1	1	163.737829139914	1	1
Neurod2	1	1	1	1	146.043135377091
Neurod6	1	1	1	1	132.534915896622
Nfam1	1	1	186.251990536295	1	1
Nfasc	98.5698275867271	1	1	1663.47299088733	188.71331394381
Nfatc1	1	1	130.127805188618	1	1
Nfatc2	1	1	158.656102774575	1	1
Nfkbia	1	799.72407993867	2216.14405733895	1	1
Nfkbid	1	1	135.998044020646	1	1
Nfkbiz	1	95.9864550366359	883.077579949548	1	1
Ngef	239.824977454	1	1	1	114.886594879472
Nhsl1	489.007675274819	111.938388536312	1	1	1
Nicn1	1	1	1	1	92.7107469920526
Nid1	1	127.330895033942	1	1	1
Nim1k	395.560413566334	1	1	1	41.2423308617259
Ninj2	1	1	1	239.613096096047	1
Nkain1	1	1	1	97.0471279709468	1
Nkain3	1	1	1	164.385954044886	144.544610012642
Nkain4	135.512400208077	1	1	1	1
Nkd1	1	313.602251239518	1	74.3731449494346	1
Nkx2.2	1	1	1	211.771100106969	1
Nkx2.2os	1	1	1	54.234605134302	1
Nkx6.2	1	1	1	154.226395522171	1
Nlgn2	1	1	1	141.23490754309	153.927598362486
Nlrp1b	1	1	106.573214837511	1	1
Nlrp3	1	1	131.376657417867	1	1
Nme7	103.186167365067	1	1	1	32.5820641177034
Nmnat2	1	1	1	219.541194679979	245.337669237396
Nod1	1	71.6081925704718	1	1	1
Nos1	1	1	1	1	261.079353588456
Nos3	1	225.848771075775	1	1	1
Nostrin	1	542.011293480756	1	1	1
Notch2	146.826141682833	1	180.267656730606	1	1
Notch3	1	339.991913172785	1	1	1
Notch4	1	84.1594451162945	1	1	1
Notum	1	104.9596270107	1	1	1
Npas2	288.565937632636	1	1	1	109.212143574751
Npas3	2456.77302485634	1	1	606.197552376815	322.377008304911
Npat	1	1	1	54.3637532317343	1
Npc1	145.226134042321	1	1	180.081333507304	1
Nptx1	1	1	1	1	267.106952064203
Nptxr	1	1	1	1	452.191058474361
Npy	1	1	1	1	487.881666567729
Nr1d1	112.471358869898	1	1	1	26.4742633413848
Nr2e1	151.359874064913	1	1	1	1
Nr2f2	1	273.810434761472	1	1	60.9034196365733
Nr6a1os	1	1	191.181230951854	1	1
Nrarp	171.604868213974	1	1	91.65682609258	1
Nrcam	910.449845524155	1	1	237.517816476928	409.888477715687
Nrg3os	1	1	1	1	149.512360298448
Nrip3	1	1	1	1	239.553948861279
Nrn1	1	1	1	1	329.364029547522
Nrros	1	1	331.054725230128	1	1
Nrsn1	1	1	1	1	642.527334795447
Nsdhl	84.6206455977604	1	1	1	1
Nsg2	1	1	1	73.6436423562974	619.579101589641
Nt5dc1	1	1	93.8696700611986	1	1
Ntm	5880.70248227118	111.675953291753	1	901.319771112428	1025.45198458914
Ntn1	1	1	1	70.5578732332635	1
Ntn4	1	277.179902018508	1	1	1
Ntng1	1	1	1	1	193.614620088607
Ntpcr	1	1	364.414857851005	1	1
Ntrk2	1253.24064552809	1	1	294.716591108536	646.364495360029
Ntsr2	718.235616053267	1	1	1	1
Nubpl	1	1	78.7286373232643	1	1
Nupr1	116.787189196378	249.171631984164	1	1	1
Nwd1	540.342364713728	1	1	1	1
Nwd2	1	1	1	1	175.958541058416
Nxn	217.391729516085	427.752627487255	1	1	1
Nxpe2	1	237.069629647602	1	1	1
Nxph1	1	1	1	859.359194667913	326.506185672054
Nyap2	1	1	1	1	206.013471997899
Oaf	183.330815130233	1	1	1	1
Oasl2	1	137.976271176274	1	1	1
Ociad2	1	1	1	1	115.191981702588
Ocln	1	314.988986006281	1	1	1
Ocrl	144.168612541541	1	1	1	97.8603351372262
Ogfod1	1	1	1	1	107.518916549079
Olfm1	92.8041727860231	1	1	115.701489422329	914.461948259496
Olfm2	1	1	1	163.969755229284	106.266471757437
Olfm3	1	1	1	1	173.327206034625
Olfml1	1	1	1	85.9325202517813	1
Olfml3	1	1	726.619145677131	1	1
Olig1	1	1	1	1284.46083863319	1
Olig2	1	1	1	386.749745752659	1
Oma1	1	1	97.2776039002006	1	1
Opalin	1	1	1	486.010363687097	1
Orai1	1	1	158.049384823168	1	1
Orai3	1	1	111.513934395853	1	1
Osbp2	1	1	1	1	95.821553903012
Osbpl11	1	1	296.046652286159	1	25.9014327426193
Osbpl3	1	1	1	1	99.0743915297
Osmr	1	139.36477893666	1	1	1
Otud1	1	1	150.26264192552	1	1
P2rx4	1	1	89.4699661562395	1	1
P2rx7	1	1	340.765525115012	85.6907884050776	1
P2ry12	1	1	3116.49130644376	1	1
P2ry13	1	1	340.076843612322	1	1
P2ry6	1	1	468.173586455455	1	1
P3h2	1	1	424.904007561359	1	1
Pacs2	1	1	1	341.757599150776	33.0677062817271
Pacsin1	1	1	1	1	381.861743459524
Padi2	1	1	1	110.565058876407	1
Pag1	145.143052667654	1	843.792067475414	1	31.383990678851
Pak3	1	1	1	248.846230400937	295.387694186456
Pak7	1	1	1	456.786838638966	214.991240447816
Pald1	1	1	103.198929992132	1	1
Palld	239.658010311874	1	1	1	1
Palm	1	407.872955848966	1	1	63.5569599205616
Palm2	1	1	1	154.985624198521	50.4172152913369
Palmd	1	500.104669021888	1	1	1
Pantr1	814.32489909302	1	1	163.114753817051	119.723667282281
Papss2	97.7395697390617	1	1	1	1
Paqr5	1	530.45263679046	1	1	1
Paqr8	724.287911041389	1	1	61.9326763694587	27.3259791745629
Parp14	1	77.0365635357102	1	1	1
Parva	1	95.2942463099516	1	1	1
Parvb	1	430.465376452476	1	117.51422673136	1
Pax6	207.595341310662	1	1	1	1
Pbxip1	258.95382392983	1	80.153542064367	1	1
Pcbp4	1	1	1	151.721397748691	54.096321237579
Pcdh15	1	1	1	1664.8333744841	843.640386155792
Pcdh7	1335.22887229139	1	1	1077.97188261977	639.056191281689
Pced1b	97.0692776367097	1	1	1	28.3416798703108
Pcp4l1	1	1034.67190219759	1	1	90.4423592308925
Pcsk2	1	1	1	143.922388306218	718.808515369929
Pcsk6	76.0182231574946	1	1	1	1
Pcx	106.298859614876	1	1	1	1
Pde10a	1184.39847741913	1	1	120.853724358075	589.844325360733
Pde3a	1	323.979851746002	1	1	1
Pde3b	1	1	1215.00890071786	1	27.3754844191943
Pde4a	1	1	1	1	165.717222848272
Pde5a	1	117.860600482102	1	1	1
Pde6d	1	1	1	115.01426676731	48.7416006482266
Pde8a	1	133.636542812572	1	137.935066812239	1
Pdgfd	131.285846398594	709.971466724424	1	1	1
Pdgfra	1	1	1	774.381299295814	1
Pdgfrb	101.646921977807	320.963572202459	1	1	1
Pdk2	92.8502857091426	1	1	1	29.5681582996942
Pdlim2	1	1	1	170.45303577189	1
Pdlim4	1	1	103.753789949426	1	1
Pdp1	1	1	1	1	120.208705080615
Pdpn	86.7118354602046	1	1	1	1
Pdxp	1	1	1	1	207.867613033963
Pdzd4	1	1	1	1	105.176885162816
Pdzph1	165.328730041385	1	1	1	1
Pear1	1	97.6729655567727	1	1	1
Pecam1	1	674.098244090389	1	1	1
Pex5l	1	1	1	773.850076169144	341.895318207178
Pfkfb4	81.3646787745068	1	1	1	1
Pfkm	132.892221310092	1	1	1	70.3170627083386
Pfkp	143.799778753146	1	1	1	129.706277210626
Pgbd5	1	1	1	1	134.185877936249
Pgls	1	1	116.264088031362	1	1
Pglyrp1	1	598.018753509627	1	1	1
Pgm2	118.999710203622	1	1	1	27.194330571394
Pgm2l1	1	109.618406186058	1	1	587.504083712961
Pgm5	1	76.5776166374052	1	1	1
Pgpep1	1	1	1	62.3657164575349	1
Phc1	1	1	1	74.9257702535926	1
Phf24	1	1	1	1	187.324032527543
Phgdh	79.8087699421756	1	1	1	1
Phka1	725.207239208488	1	1	129.101247825002	1
Phkg1	947.665217598264	1	1	1	1
Phlda3	1	1	1	196.119047243623	51.2810298923987
Phldb1	1	1	1	444.93535720805	1
Phldb2	1	311.572048429753	1	1	1
Phyhip	1	1	1	1	199.177215693328
Pianp	1	1	1	1	166.521208580955
Piezo1	1	144.537429258585	1	1	1
Pigk	162.024359570812	1	1	1	97.2115365562308
Pigs	89.8991381815174	1	1	1	26.2139355106383
Pik3ap1	1	1	355.782168428504	1	1
Pik3c2b	1	1	1	82.3479112208506	1
Pik3cd	1	1	211.927014447169	1	1
Pik3cg	1	1	138.727070691718	1	1
Pik3r3	1	1	1	133.528180917736	28.3491117480447
Pik3r5	1	1	111.079826963757	1	1
Pik3r6	1	116.168434565355	1	1	1
Pip4k2b	1	1	184.788500434279	1	85.3063230652391
Pip4k2c	1	1	1	1	88.6410734201306
Pir	1	85.4076822969008	1	1	1
Pja1	1	1	1	1	91.9501962426729
Pla2g15	1	1	148.644758792462	1	1
Pla2g16	1	1	1	122.789808302178	1
Pla2g4a	1	1	164.879651587412	1	1
Pla2g7	557.84475150022	1	1	1	1
Plat	1	424.358686264321	1	1	1
Plcd4	165.229605032708	1	1	1	1
Plcg2	1	1	186.495606640271	1	1
Plcl2	1	1	496.379916625213	1	123.463624763091
Plcxd2	1	1	1	1	114.414671974983
Plcxd3	1	1	1	1	122.431980570145
Pld1	1	1	295.894681106249	105.969453364475	1
Pld3	1	1	1	1	129.674670806288
Pld4	1	1	323.883399820059	1	1
Plek	1	1	2543.86543443702	1	1
Plekha1	1	101.189886105872	1	382.398549584738	67.9819910964136
Plekhb1	1	1	1	349.188361815901	1
Plekhb2	1	1	1	1	164.472054596175
Plekhg3	1	1	1	109.318934325067	1
Plekhh1	1	1	1	251.207745366646	1
Plekhh2	1	104.137419112553	1	1	1
Plekho1	1	1	318.067750913433	1	44.9223384666589
Plgrkt	1	1	156.961294014186	1	1
Plk2	1	292.072338240716	1	1	135.517852718547
Pllp	1	258.988542797709	1	703.892082484538	1
Plp1	1	1	1	33278.9353469565	1
Plpp3	2981.87643922605	102.489830625004	1	310.499148957852	1
Plpp4	1	1	1	167.749674083613	1
Plppr1	1	1	1	135.903625143765	57.1345308069584
Plppr2	1	1	1	1	139.945611551168
Plppr4	1	1	1	1	408.093047091502
Plppr5	1	1	1	219.137258809243	112.123137222122
Pls1	1	1	1	136.343879125716	1
Plscr4	1	178.932019775366	1	1	1
Pltp	1	967.30583294836	1	1	1
Plxdc1	1	1	167.822607117543	1	1
Plxna2	1	283.079063347182	1	1	167.789143443641
Plxna4	1	1	408.426277824558	1	261.411854930168
Plxnb1	138.21045539234	1	1	1	1
Plxnb2	1	1	166.169355665405	1	1
Plxnb3	1	1	1	170.638453373985	1
Pmp22	121.981141462467	1	245.551021787262	1	1
Pnmal1	1	1	1	1	100.633785899414
Pnmal2	1	1	1	59.2960807048959	242.531115836458
Pnpla2	1	84.1913499800757	1	1	1
Pnpla6	1	87.7861629702821	1	1	1
Poc1a	1	1	1	68.9698813275714	1
Podxl	1	515.476267893031	1	1	1
Podxl2	1	1	1	1	103.394884807709
Pold4	1	1	150.472447002499	1	1
Polk	1	314.609668782727	1	1	1
Polr2g	1	1	1	1	102.509681990544
Polr3e	1	1	1	120.407338211654	24.890335753702
Pou2f1	354.199072825391	1	1	108.344929576432	57.3854604469401
Pou2f2	1	1	526.645430510573	1	62.2580370000774
Pou3f1	1	1	1	143.674008612108	1
Pou3f2	201.914556632499	1	1	1	39.37021968369
Ppara	157.293343328304	1	1	1	1
Ppargc1a	246.524253740902	1	1	1	105.695795300127
Ppcdc	1	1	299.648094952176	1	28.0428139214729
Ppfia2	1	1	1	189.570269879511	394.296022859321
Ppfia4	1	1	287.71845422687	1	31.1040456974899
Ppfibp2	1	1	1	132.733270503916	1
Ppil6	72.3043883561756	1	1	1	1
Ppp1r14a	1	1	1	277.268746197409	1
Ppp1r15a	1	1	214.754056256011	1	1
Ppp1r16b	1	190.960184753589	1	923.818876603711	76.2512452294628
Ppp1r18	1	1	176.911167485262	1	1
Ppp1r1a	1	1	1	1	249.939210658115
Ppp1r21	1	1	1	109.606921950999	54.1311044606895
Ppp1r3b	1	1	108.457766685356	1	1
Ppp1r3c	250.412313387487	1	1	1	1
Ppp1r3g	132.940989877682	1	1	1	1
Ppp2r2c	1	1	1	155.702442115362	402.869654992244
Pqlc1	1	105.30310613262	1	1	1
Prag1	1	1	1	94.1475186277443	1
Prcp	1	1	291.764991609445	1	31.9644105365364
Prdm16	421.17633141735	125.828610606991	1	1	1
Prdx6	918.625587883938	1	1	74.7591249811247	29.1132554837076
Prelid3a	166.973422824112	1	1	1	82.5299971736159
Prex2	1724.52796408152	471.256321836922	1	1	1
Prkar2b	1	1	1	1	88.0597468055264
Prkcd	1	1	227.567040486518	1	1
Prkcg	1	1	1	1	162.486663172163
Prkch	1	284.913641385204	95.9312505257333	1	1
Prkcq	1	1	1	277.666399341328	1
Prkcz	1	1	1	301.928456521503	187.358240424593
Prkd2	1	141.396036131515	1	1	1
Prmt8	1	1	1	1	122.342670541259
Prodh	225.422071098121	1	1	1	1
Prom1	1	506.09479137	1	1	1
Pros1	1	94.7132029360368	255.11093776969	1	1
Proser2	1	110.14216797732	1	1	1
Prox1	1	1	1	114.448580623338	1
Prpsap2	1	1	123.472594234074	1	1
Prr16	1	1	1	1	98.7890669186648
Prr5	64.9736697104238	1	1	1	1
Prr5l	1	134.185554676078	1	734.217513687137	1
Prrt1	1	1	1	1	102.090656503492
Prrx1	130.429304598805	1	1	1	1
Prss23	1	116.751826711212	1	1	1
Psat1	202.531597214053	1	1	302.517323085971	1
Psd	1	1	1	1	126.877804205014
Psd2	148.783367066575	1	1	1	1
Psma6	1	93.434861318107	1	1	1
Psmb8	1	1	158.160679854111	1	1
Psmc5	1	1	1	1	118.892055888054
Psph	73.7778852683155	1	1	1	1
Pstpip2	1	1	1	171.444487704485	1
Ptafr	1	1	227.437915808556	1	1
Ptar1	77.7747769608197	1	1	1	1
Ptbp1	1	100.524836843003	1	1	1
Ptchd4	350.596812055469	1	1	1	201.052255151377
Ptgds	1	1	1	551.706548578118	1
Ptgs1	1	1	344.20344177727	1	1
Ptpn1	1	1	258.393023812447	1	56.5808522840478
Ptpn13	100.106289814255	1	1	1	1
Ptpn14	1	103.628131603681	1	1	1
Ptpn18	1	1	388.230809401718	1	1
Ptpn5	1	1	1	1	114.426877942113
Ptprb	1	1372.18937226646	1	1	1
Ptprc	1	1	228.482375282093	1	1
Ptprn	1	1	1	114.687599236443	297.0328576957
Ptprn2	1	1	1	103.124266750064	438.920111211405
Ptprt	1195.71451874868	1	1	496.199235424259	475.264163292453
Ptprz1	2467.86695836805	1	1	1891.72571029476	43.1694906273902
Pts	131.187672951391	1	1	1	28.4435847019065
Pttg1	1	94.4346513063458	1	1	1
Pycard	1	1	307.874063892304	1	1
Pygb	452.185887136609	1	1	1	38.1305973097649
Qdpr	1	1	1	574.63376352515	34.6455852435025
Rab11fip1	1	167.39211168266	1	1	1
Rab15	1	1	1	1	139.850404066699
Rab27b	1	1	1	1	100.486368803058
Rab30	305.266993338824	1	1	1	48.7737229338236
Rab33b	1	1	1	71.0116136150227	1
Rab34	142.139543402228	1	1	1	1
Rab3a	1	1	1	1	391.152840794794
Rab3b	1	1	1	1	104.13643999002
Rab3c	1	1	1	65.2835760313299	434.207152405808
Rab3il1	1	1	281.190406000937	1	1
Rab40c	1	1	1	127.731992993826	47.5061677299402
Rab9	76.1277539978836	1	1	1	1
Rac2	1	1	199.403321317843	1	1
Rad51b	1	1	282.833683758734	1	1
Rai14	1	240.233774318972	1	1	33.048964064104
Ralyl	1	1	1	346.840990258008	815.602805904472
Ramp2	1	708.975635646375	1	1	1
Ranbp3l	335.230730554494	1	1	1	1
Rap1gap	1	1	1	174.596351974568	115.871741944055
Rap1gap2	1	1	1	1	157.992098757858
Rap2a	1	1	1	193.397405253911	97.1851362615103
Rapgef3	261.684383816761	141.547754392108	1	1	1
Rapgef4	1	638.656872520389	1	1	339.264654137007
Rapgefl1	1	1	1	1	90.4730226863457
Rasa2	470.03408515616	1	1	110.627612077386	62.7837007415239
Rasgef1a	1	1	1	1	286.752894880428
Rasgrf2	1	1	1	1	158.099485301257
Rasgrp1	1	1	1	1	330.38289696514
Rasgrp2	1	267.890623134126	1	1	1
Rasgrp3	1	504.383023300166	560.507259980396	1	1
Rasip1	1	154.203907185726	1	1	1
Rasl10a	1	1	1	1	115.730829365691
Rasl12	1	117.900893179346	1	1	1
Rassf1	1	168.576592435941	1	1	1
Rassf4	1	1	108.189914293772	1	1
Rassf9	1	126.919658085637	1	1	1
Raver2	117.681322073963	1	1	1	1
Rbbp9	1	1	1	56.2608251144697	1
Rbfox3	1	1	1	1	424.400706182757
Rbm47	1	1	345.163623351902	1	1
Rbms1	111.687718239972	828.553338753368	1	1	78.8852998438257
Rbms2	1	177.249518909486	1	1	1
Rbpj	1	1	229.407010268718	1	28.8512683343571
Rbpms	1	687.576591861564	1	1	1
Rcbtb2	1	1	170.425043238325	1	1
Rcsd1	1	133.01014215568	244.891858678885	1	1
Rdm1	1	1	635.330225734157	1	1
Reck	1	179.35683658199	1	1	1
Reep2	1	1	1	1	98.7692782293616
Rel	1	1	230.416759396746	1	1
Rell2	1	1	1	1	120.087994933304
Reln	1	1	1	1	207.371120954069
Rffl	1	1	245.679827985214	165.432385354148	1
Rflnb	1	315.326370401731	1	1	1
Rftn2	172.992416022564	1	1	83.511733697763	1
Rfx4	518.622819309632	1	1	1	1
Rgma	388.885393548021	1	1	111.691447997696	1
Rgs1	1	1	314.143958561756	1	1
Rgs10	1	1	1861.78863510776	1	83.5563186116288
Rgs12	1	283.206539723485	1	1	59.7147537930645
Rgs19	1	1	74.4814471936639	1	1
Rgs2	1	1	771.230968809356	1	50.9309438630182
Rgs20	1980.71785132877	1	1	104.574092350413	79.394604948295
Rgs4	1	445.658166297144	1	1	359.838985113086
Rgs5	1	2309.06694527071	1	1	1
Rgs6	839.478756121676	243.09144117854	1	1	330.048588210551
Rgs7	1063.9783532605	1	1	194.77667613211	393.437810091908
Rhbdf2	1	70.3626153559532	1	1	1
Rhobtb1	1	420.063401806509	304.384599690582	1	1
Rhobtb3	1	1	1	81.6815959209557	1
Rhoc	1	272.820462924816	1	1	1
Rhog	1	1	129.574981086042	157.625963183355	1
Rhoh	1	1	485.592485011354	1	1
Rhoj	1	376.005199923143	1	1	1
Rida	93.3945899219375	1	1	1	1
Rimbp2	1	1	1	1	188.662217051408
