NAME	Neuron	Endothelial	Astrocyte	Microglia	Oligodendrocyte
Maf	94.9279349541572	74.9585793841154	1	1263.31802980538	1
Mafb	1	1	1	417.525859256122	1
Mag	1	1	1	1	526.026175392626
Magee1	78.5229992627165	1	1	1	1
Mal	1	606.077993532962	1	1	2259.57260787132
Mal2	178.504978687645	1	1	1	1
Man1c1	1	1	1	284.253917015543	1
Man2b1	34.310913962127	1	1	722.970725811399	1
Manea	45.6213045866647	1	94.4641566393353	1	1
Maob	1	1	271.116962720397	1	1
Map2k4	123.169002988687	1	1	1	1
Map4k3	55.9526475849558	136.861142482544	1	1	1
Map4k5	1	1	1	1	103.199897355028
Map6d1	1	1	1	1	70.214788230723
Mapk10	788.722010337988	1	180.690772059264	1	1
Mapk14	56.4306792360325	1	1	232.067490687221	1
Mapk8	87.4808679058305	1	1	1	1
Mapt	289.765552622761	1	49.6094473505115	1	534.072703174759
March8	1	1	1	1	61.3102561327027
Mboat2	1	1	80.9004017645887	1	1
Mbp	58.1005512794694	1	1	1	8997.84864612559
Mccc1	46.4850186626567	1	112.543371210609	1	1
Mccc2	26.9043253007209	1	1	1	95.2761456302172
Mcf2l	63.4983501148282	151.029951241024	1	1	1
Mcm4	1	177.095258663012	1	1	1
Mdga2	49.6717410504555	1	310.245500409121	1	1
Mdk	1	1	63.7385620372225	1	1
Me1	1	1	60.8197267704428	1	1
Mecom	1	90.4652120944382	1	1	1
Med12l	29.5973920591535	1	1	276.057572484346	1
Med20	43.5617356168245	1	1	1	90.5591881157592
Med27	35.3092822468724	1	1	1	97.8993002900232
Mef2a	34.1744353139813	1	1	149.662603195144	1
Mef2c	1475.8852419679	276.659016008446	1	843.920452663583	1
Meg3	3197.7433619108	1	1	1	18.3490581383517
Megf10	1	1	340.813423827299	1	57.8554496677398
Megf11	28.428865457976	1	1	1	100.49646350523
Meis1	1	1	1	1	96.0299900376703
Mertk	1	89.9158898812206	453.025749044725	600.784719026305	1
Metrnl	1	1	52.1208776377803	1	1
Mfap3l	1	1	110.018684806047	1	1
Mfge8	1	582.217190562479	6369.39138032464	1	195.807607328669
Mfng	1	1	1	113.275173347397	1
Mfsd7c	1	188.999699668444	1	1	1
Mgat1	1	1	1	107.988943355777	1
Mgat4a	25.7954361255049	1	1	356.469554732551	1
Mgp	1	89.6552662549422	1	1	1
Mgst1	1	91.136911757316	148.511563210843	1	1
Miat	73.4732975241844	1	1	1	1
Mical2	118.176327446692	1	140.481796570409	1	1
Micall1	1	1	1	1	71.1930495196749
Mid1ip1	1	1	103.655461924651	1	113.782747015466
Mif4gd	1	1	94.1556353798653	1	177.697613978184
Miip	20.906040389972	1	101.791659947118	1	1
Mitf	1	1	1	60.518260577007	1
Mknk1	1	1	1	278.431818173835	1
Mknk2	1	73.8201786776236	1	1	1
Mlc1	1	1	321.169202239658	1	1
Mllt11	1375.60960883069	41.8914812343204	18.1347302409125	1	111.203152385832
Mllt4	36.4305481152986	121.389876657503	1	1	1
Mlxipl	1	1	1	173.551432123717	1
Mmd2	71.8467677959015	1	3319.23173561342	1	524.079831524252
Mmp16	96.9010019584685	1	1	1	134.321810216671
Mmrn2	1	76.8871550462681	1	1	1
Moap1	95.5322842683062	1	1	1	1
Mob3b	1	51.8954533863951	1	1	160.04031875016
Mobp	1	1	1	1	816.26645862606
Mog	1	1	1	1	1531.29418498098
Mospd2	1	70.3909864035074	1	1	1
Mpeg1	1	1	1	555.08485831385	1
Mpp2	53.979523900112	1	1	1	107.551175804141
Mpped1	92.5770407628152	1	1	1	1
Mras	74.4028207412646	1	240.543110320586	1	1
Mro	1	1	82.5777223713335	1	1
Mrpl49	86.0466681641218	1	1	1	1
Ms4a6b	1	1	1	167.845451338511	1
Ms4a6d	1	1	1	190.853396810057	1
Msl1	52.1457624698941	208.650772180525	1	1	1
Msn	1	562.007881194216	1	446.718885172025	1
Msrb3	1	60.5747164504695	1	1	1
Mt2	1	41.0362809620835	479.421874950929	1	1
Mt3	110.08741750017	1	826.244381117688	1	39.5961621539354
Mtap1a	133.100375875308	1	1	1	205.480188422472
Mtap1b	3458.75284240512	391.782597403067	1	1	917.97943104619
Mtap7	1	1	1	1	104.029589037574
Mtm1	1	1	1	1	44.9434797411212
Mtmr10	1	1	1	1	185.980893189268
Mtmr7	134.938537576808	1	1	1	1
Mtss1l	1	1	91.2398014424815	1	113.359373456648
Mtus1	1	415.838787750423	1	609.240608151856	82.9442764115921
Mul1	75.7980375897332	1	1	1	1
Mum1	25.9708356577172	178.185652468152	1	1	1
Mus81	1	1	84.921789630168	1	1
Mustn1	1	55.5692649684627	1	1	1
Mvd	1	1	96.8710812897617	1	1
Mvk	1	1	77.9823814253877	1	1
Myc	1	1	1	149.36646082109	1
Myl9	1	639.863921343327	1	1	1
Mylip	1	1	1	235.949425429775	1
Mynn	31.1076099534072	1	1	1	117.445429772594
Myo1b	1	173.659894453196	1	1	1
Myo1d	1	1	1	1	46.1263777037244
Myo1f	1	1	1	202.489341490609	1
Myo5a	335.128535183897	1	1	1	109.134914928023
Myo6	1	1	422.740010084189	1	248.033479132102
Myst4	26.67866983232	1	90.9388805521481	1	1
Myt1	1	1	1	1	46.2554669045028
Myt1l	261.446904638627	1	1	1	1
N6amt2	78.1619370383335	1	1	1	1
Naa16	1	32.6037450860712	90.041966157461	1	1
Naaa	1	1	246.764762103211	1	1
Nadk	1	1	30.8411800767454	106.031865160849	1
Nagpa	1	1	1	141.021625862041	1
Nampt	76.3282012892119	270.221276688477	1	1	1
Nap1l2	308.861260723942	1	1	1	1
Nap1l5	300.683461486745	1	1	1	90.0179269037854
Napb	643.519900055161	1	1	1	1
Narf	78.8126887626239	1	1	1	104.985418609586
Narg2	1	1	1	1	86.6421991782895
Nat6	1	1	1	1	45.3742115436952
Nat8l	77.9752679854018	1	1	1	1
Nav3	62.304064118929	1	1	292.219587662672	1
Ncald	1012.91447388689	141.584291640154	1	1	405.014554622776
Ncan	291.129055881746	1	1085.92420307205	1	444.526944736464
Ncf1	1	1	10.035074785177	467.698854535482	1
Nck1	39.8551168665852	147.493861110701	1	1	1
Nckap1l	1	1	1	897.521880944932	1
Nckap5	1	1	1	1	44.884869698357
Ncoa7	82.3962604881082	1	1	1	1
Ncs1	519.277398716839	1	74.9757660346281	1	1
Ndp	1	1	223.158493329971	1	1
Ndrg1	1	372.170129734624	1	1	436.395718881203
Ndrg2	83.4885634149722	349.710176945791	1922.78929061244	1	347.915944530736
Ndrg4	2192.83514838113	1	77.6494513594066	1	74.2369148890334
Necab1	227.783474272777	1	1	1	1
Necap2	1	1	1	1	90.3011896409298
Nedd4l	112.745888816628	1	1	1	1
Nefl	113.58759081696	1	1	1	1
Nell2	237.583794062699	1	1	1	1
Net1	1	111.521964326009	1	1	1
Neu4	1	1	1	1	627.470017485859
Neurod6	172.885969818067	1	1	1	1
Nfam1	1	1	1	138.784685073212	1
Nfasc	71.0925944241557	1	1	1	640.774381857856
Nfatc1	1	1	1	134.983886607515	1
Nfkb1	1	1	1	337.959491885482	1
Nfkbia	1	298.705492795291	112.421950792462	1087.4113900864	1
Nfkbiz	1	1	1	168.362035579412	1
Nid1	1	199.790549640272	1	1	1
Ninj1	1	1	1	134.142874157844	1
Ninj2	1	1	1	1	78.0399300994019
Nipa2	1	96.9135598371286	1	1	1
Nipal4	1	1	1	1	90.4795575107465
Nipsnap1	170.047529589046	1	1	1	1
Nit2	20.5843267121921	1	86.6454361877438	1	1
Nkain1	1	1	1	1	42.2614292419444
Nkain4	1	1	590.616394254304	1	1
Nkrf	87.1004553694415	1	1	1	1
Nln	20.9470886409774	1	85.4996273492029	1	1
Nmd3	103.704598868151	212.897752645058	1	1	1
Nme6	1	1	71.2551033669099	1	1
Nmral1	1	1	1	1	221.161341953447
Nnt	1	1	38.9047840015114	1	1
Nostrin	1	554.114818449036	1	1	1
Npcd	74.4464979330514	1	1	1	1
Nphp3	1	1	94.1471685763336	1	1
Nptx1	75.4023029695142	1	1	1	1
Npy	1886.4868800378	1	1	1	1
Nr2e1	1	1	80.0394923157623	1	1
Nr2f2	70.6437737248368	601.454779222158	1	1	1
Nrgn	108.921736094453	1	1	1	1
Nrip1	23.0473859881684	1	1	198.214651895953	1
Nrip3	313.944176924935	1	1	1	1
Nrm	1	1	1	96.5773496149319	1
Nrn1	378.205986109629	1	1	1	1
Nrsn1	560.3526774912	1	1	1	1
Nrsn2	181.372233075721	1	1	1	1
Nrxn3	529.31427115577	1	1	1	41.9410431017237
Nsdhl	39.3773547755152	1	270.155393049711	1	108.463798294805
Nsg1	376.880267268723	1	1	1	126.555290907017
Nsg2	152.405511954115	1	1	1	1
Nsun6	1	1	1	1	39.0494318583876
Nt5c2	22.664911737027	1	114.706416094703	1	1
Ntpcr	22.4454797182278	1	1	330.23377410629	1
Ntrk3	97.0559415509177	1	1	1	1
Ntsr2	1	1	785.974517562535	1	1
Nucb2	28.2153673454641	114.304776866755	1	1	1
Nudcd2	1	1	1	1	37.8931682889215
Nup153	24.3285605217383	1	1	131.782926439088	1
Nup35	33.3633798487424	1	1	1	100.950687500267
Nup50	1	1	50.8873494703718	1	1
Nup85	43.0391392042759	162.640537781538	1	1	1
Nupr1	1	479.917732893239	115.305332650184	1	1
Nwd1	1	1	109.215711111057	1	1
Nxph1	101.931004575818	1	1	1	238.964838541157
Oaf	1	1	46.1124717928187	1	1
Ocln	1	841.336517792768	1	1	1
Odz2	77.4757819659799	1	1	1	1
Ogfrl1	96.8438461085954	1	1	196.867988857487	1
Ogn	1	226.433325245366	1	1	1
Olfm1	303.131732342398	1	1	1	1
Olfm2	167.967530590117	1	1	1	240.631231421079
Olfm3	135.112973006141	1	1	1	1
Olfml1	1	1	234.160753708689	1	416.266351163477
Olfml2b	1	1	1	89.3273851317583	1
Olfml3	1	175.368750630402	1	3394.5534652851	1
Olfr558	1	128.765925760245	1	1	1
Olig1	1	1	1	1	190.969260999931
Olig2	1	1	1	1	85.0367186127352
Oma1	1	1	1	177.535043062751	1
Omg	418.52667300491	1	1305.03499620061	1	1022.62178408385
Opalin	1	1	1	1	637.597378359051
Opcml	273.075795554337	1	1	1	142.857845036884
Orc5	74.5249859478574	1	134.787590668298	1	1
Ormdl1	1	1	1	1	141.873794617209
Osbpl11	1	1	1	158.32698822303	1
Osbpl9	69.6048538204704	422.576462159689	1	146.164396380085	1
Oscp1	62.0410839635299	1	132.22841159462	1	1
Osmr	1	119.178691344743	1	1	1
Otud5	1	1	1	60.0718541231888	1
Otud7b	24.5155178780958	42.9386225550355	1	1	217.4957852674
Oxa1l	42.8988249573096	155.16122726828	1	1	1
P2ry12	1	1	1	15639.7948835837	1
P2ry13	1	1	1	2714.09211070752	1
P2ry14	1	407.296383039108	1	1	1
P2ry6	1	1	1	320.821264684612	1
P4ha2	1	31.4735864364721	84.1537564495894	1	1
Pacrg	21.397819591042	1	122.421730851324	1	1
Pacs2	1	1	1	1	48.2037277334983
Pacsin3	1	1	54.1403939560745	1	1
Pag1	1	1	1	159.50142557114	1
Pak4	1	1	1	1	49.3395944494826
Palmd	1	335.099466139808	1	1	1
Pamr1	95.7086956118425	1	168.006939301718	1	1
Pan2	1	1	66.0485508350585	1	1
Papss1	60.9701884089535	177.886766425473	1	1	428.929676645155
Papss2	1	1	43.1716875857588	1	1
Paqr4	1	1	56.546276214942	1	1
Paqr5	1	463.905970462961	1	1	1
Paqr7	1	1	199.000899750539	1	1
Paqr8	1	1	303.529058683504	1	1
Parg	1	1	1	49.8903430863306	1
Parvb	1	47.5544813383388	1	1	1
Parvg	1	1	1	73.1840798454975	1
Pax6	1	1	69.139750071361	1	1
Pbxip1	1	1	155.933950645656	111.551654691769	1
Pcca	1	291.767781740971	1	1	1
Pcdh11x	33.6527458648896	1	1	1	161.052598083912
Pcdh15	1	1	1	1	647.632586162737
Pcdh18	1	129.663990086983	1	1	1
Pcdh9	307.065865851573	1	372.907035529946	1	898.914923972131
Pcdhga11	1	1	1	1	45.097695692064
Pcdhgb4	1	1	75.9500724122041	1	1
Pcdhgc3	1	1	33.9123606689588	1	136.633530688388
Pclo	311.592542224918	1	1	1	1
Pcolce	1	334.298486206625	1	1	1
Pcp4	307.713386630736	1	1	1	1
Pcp4l1	133.641994119445	414.239760017097	1	1	1
Pcsk1	80.8016942696189	1	1	1	1
Pcsk2	280.289572446842	1	1	1	87.3879346887489
Pcsk6	1	1	70.169756557832	1	1
Pcyt1b	26.5413435905033	1	1	1	112.297114447164
Pde1a	491.961334796827	1	1	1	1
Pde1c	1	1	1	1	52.5027454656076
Pde3b	1	1	1	494.644763392722	1
Pde4d	146.018838157335	1	1	1	1
Pde8a	1	1	1	1	81.9954623106372
Pde9a	35.1381943887405	1	114.33747736868	1	1
Pdgfb	1	1	1	230.005439922537	1
Pdgfd	1	152.287577190719	1	1	1
Pdgfra	1	329.72402594621	1	1	874.910850161097
Pdgfrb	1	212.576707993185	44.5420156848731	1	1
Pdgfrl	1	138.188995664917	1	1	1
Pdlim2	1	126.164927957601	1	1	337.391615096123
Pdlim4	1	1	66.6817490882113	1	1
Pdp1	278.023447691513	1	1	1	1
Pds5a	1	1	1	165.989121499268	29.181207647383
Pecam1	1	580.802764444402	1	1	1
Peg3	145.645257307987	1	1	1	1
Peli1	1	1	1	1	42.2686132947137
Penk	327.844883697459	1	1	1	1
Pex5l	1	1	1	1	179.015318519254
Pfkm	410.885760205396	1	409.393943807269	1	1
Pgbd1	1	1	62.9219168153661	1	1
Pgbd5	176.476117304213	1	1	1	1
Pglyrp1	1	1056.66844362591	1	1	1
Pgm2	62.8217631460191	1	187.694486595501	1	1
Pgm2l1	528.466931045661	1	1	1	1
Phc2	1	1	1	229.221797371039	47.8045870892274
Phf17	34.4108394759184	1	1	1	87.82012051758
Phgdh	1	1	676.476360604622	1	452.659639393751
Phka1	1	1	300.374223026769	1	1
Phkb	1	1	135.472529701598	1	94.3389198770285
Phkg1	1	23.1498775536322	253.771740432213	19.2634680215292	1
Phldb1	1	1	1	1	112.661655610512
Phldb2	1	138.40233401784	1	1	1
Phlpp1	1	1	64.5540700783216	1	132.821273836631
Phrf1	1	1	104.982181213757	1	1
Phyhd1	1	1	1	786.565561054377	1
Phyhip	107.521541851992	1	1	1	1
Pid1	1	75.5204845865032	1	1	1
Pigc	1	1	1	1	72.5462764939073
Pign	1	1	76.5443343138732	1	1
Pigs	61.0237468294756	1	385.98801966825	1	134.999423267204
Pigy	20.2536412442698	1	97.4138082972641	1	1
Pigz	1	1	1	1	109.63064061884
Pik3c2b	47.8862096140856	57.3158799560019	1	1	378.996413698973
Pik3cg	1	1	1	169.543057572162	1
Pik3r3	49.3418383555077	1	1	1	275.339306922931
Pion	1	1	107.89587270223	115.289793665884	1
Pir	1	123.92061253742	1	1	1
Pkia	113.551625163419	1	1	1	1
Pkib	1	1	1	148.507796799328	1
Pla2g16	1	1	43.1745608269594	1	86.2086462979205
Pla2g4a	1	1	1	199.523944069969	1
Pla2g7	1	1	4663.44757214687	1	1
Plac9	1	52.9700775283623	1	1	1
Plat	1	875.024781241614	1	1	166.263053162613
Plcb1	206.343376678652	1	43.5206819021574	1	1
Plcb4	29.3525618668423	99.7256120526946	1	1	1
Plcd4	1	1	502.716700751764	1	1
Plcg2	1	1	1	123.934634771837	1
Plcl1	1	1	1	1	76.0203918491038
Plcxd2	144.361760833548	1	1	1	1
Plcxd3	79.2013851520549	1	1	1	1
Pld4	1	1	1	962.782593169711	1
Plec	160.894419771294	876.136855844731	112.046880623987	1	1
Plek	1	1	1	1075.87699905736	1
Plekha1	59.3744352703124	1	1	1	260.545025943064
Plekhb1	1	1	130.30235083302	1	769.891833765298
Plekhf1	1	1	1	1	70.5684135149745
Plekhf2	1	1	34.5559245556362	1	1
Plekhg1	1	1	34.3418529495276	1	113.244931005255
Plekhg5	1	82.939799343128	1	1	1
Plekhh1	1	1	1	1	95.2230427765242
Plekho1	1	1	1	104.296656733902	1
Plin2	1	169.108822936731	1	1	1
Pllp	1	133.902692812429	1	1	847.048096594378
Plp1	1	1	1	1	24229.4946822713
Pls1	1	1	1	1	425.500694761971
Pls3	310.637278237088	686.572414288352	1	1	179.012688084368
Plscr2	1	90.9219766884033	1	1	1
Plscr3	1	102.939971344974	1	1	1
Plscr4	1	290.51098070822	1	1	1
Pltp	1	3187.56591354365	1	1	1
Plxdc2	1	1	1	280.945024435645	1
Plxnb1	1	1	158.466214416749	1	1
Plxnb2	1	1	1	366.290334317143	1
Plxnb3	1	1	1	1	77.3564717216185
Pmm1	194.06684905366	1	515.750775955216	1	128.848891798842
Pnck	255.912440674421	1	1	1	1
Pnma2	71.5291026181148	1	1	1	1
Pnoc	83.0741326723714	1	1	1	1
Pnpla2	1	119.287375990204	1	1	1
Pnpla7	1	1	171.228164827243	327.493124805311	1
Pnpo	151.98321201767	1	1	1	1
Pnrc1	1	1	1	60.0807290864876	1
Podxl	1	180.952526857356	1	1	1
Polk	1	223.078307758096	1	95.2462451654842	1
Polr3e	1	1	1	1	155.598641456152
Polr3h	1	1	99.2294642571276	1	1
Pomt2	1	1	62.6424732187142	1	1
Pon2	1	9.12494825380355	306.303226837397	198.551608302272	1
Pon3	1	1	1	327.178974082269	1
Pop4	45.7970003620642	1	1	1	99.0640073767957
Pot1a	36.0976507080334	1	1	1	122.688234999818
Pou2f1	1	1	61.608859126387	1	1
Pou3f2	73.4592186030669	1	461.008821907875	1	89.52076123189
Pou3f3	1	1	82.641119188666	1	30.092067335029
Ppap2b	1	76.5232404818448	1707.18120124098	1	115.444756882614
Ppargc1a	80.0166410136948	1	291.938867940467	1	1
Ppcdc	1	1	1	594.104824359156	1
Ppfia2	205.041349730153	1	1	1	1
Ppfia4	1	1	1	330.501644172355	1
Ppfibp1	1	331.500334924815	1	1	298.565140998662
Ppfibp2	1	1	1	1	54.8201586943131
Ppic	1	174.960117283634	1	1	1
Ppil6	1	1	64.7593088933673	1	1
Ppm1e	150.198388873551	1	1	1	1
Ppme1	133.774021361758	1	1	1	1
Ppp1r18	1	1	1	76.9637168945097	1
Ppp1r2	68.8561857855511	123.565314895211	1	1	1
Ppp1r3c	1	1	927.936001272509	1	1
Ppp2r1b	1	1	1	1	118.825220279652
Ppp2r2c	110.960109912569	1	1	1	1
Ppp3cb	155.106537580804	1	1	1	1
Ppp3r1	230.92440780641	35.3266102581188	1	1	1
Ppp4c	1	1	1	33.4403406360722	1
Pppde2	22.6608329080509	1	1	1	207.86585602793
Praf2	210.559996608755	1	1	1	162.714380568921
Prcp	1	1	1	181.707755783058	1
Prdm16	1	1	53.2416269815814	1	1
Prdx6	74.1180310860397	284.777988666034	5369.50941169887	1	219.936607082032
Prelp	1	137.649675197661	183.631716699628	1	1
Prepl	471.234902934208	1	1	1	1
Prex2	1	340.116316301155	452.987980198312	1	1
Prkab1	1	1	1	161.535935385167	1
Prkar1b	725.082616715102	1	1	1	1
Prkcc	110.982055246535	1	1	1	1
Prkcd	1	1	58.1274260867204	298.214522083332	1
Prkce	180.627655367111	1	1	1	1
Prkcq	1	1	1	1	181.182470615454
Prkcz	101.415528057878	1	1	1	183.409046015464
Prkd3	1	1	1	1	88.6533836589127
Prmt5	93.5596323786745	1	1	1	123.748801916137
Prmt7	117.489657361634	1	1	1	1
Prmt8	77.4624635494625	1	1	1	1
Prodh	1	1	376.856605488163	1	1
Prom1	1	856.187864613636	1	1	1
Pros1	1	162.129223643117	1	407.57713010688	1
Prox1	1	1	1	1	116.448032534143
Prps1	211.250838837354	1	1	1	1
Prpsap1	1	1	1	1	38.3423160051635
Prr14	1	1	1	175.159424943607	1
Prr18	1	1	1	1	46.7220172298268
Prr5	1	1	43.713270781369	1	1
Prr5l	1	35.9793560338914	1	1	113.84418332143
Prrg1	1	241.961869028822	1	1	291.585762256032
Prss23	1	399.438794838666	1	1	1
Psat1	68.4420555317011	1	491.0310377353	1	1284.34241863402
Psd2	1	1	271.939536491956	1	1
Psen2	1	1	1	1	49.2728965414861
Psmb8	1	1	1	89.4134630970557	1
Pstpip2	1	1	1	1	96.7431979655105
Ptcd2	68.1412542053462	1	1	1	111.981751202025
Ptchd1	267.678261179622	1	1	1	1
Ptchd2	1	1	47.1019673626635	1	1
Ptdss2	1	1	54.7004516575447	1	1
Ptgds	1	1374.20529988106	1	1	6386.33904703938
Ptgs1	1	1	1	832.868533447312	1
Ptk2b	120.427587969411	1	1	1	1
Ptpdc1	1	1	1	1	114.994938098145
Ptplb	1	1	71.6762209206702	1	1
Ptpn1	1	1	1	106.150362058402	1
Ptpn6	1	1	1	175.410282852536	1
Ptprb	1	752.507689901065	1	1	1
Ptprc	1	1	1	507.365243245194	1
Ptprd	263.515326091167	1	1	1	762.703158369678
Ptpre	36.717098832891	1	1	533.709676172631	105.125552226872
Ptprg	24.9662882719077	257.476762073495	104.1302339253	1	1
Ptprk	1	100.258713395193	1	1	1
Ptprm	37.6163365841164	220.991786164901	1	1	1
Ptprn	190.820867396693	1	1	1	52.4287293399588
Ptprn2	101.145320218749	1	1	1	1
Ptpro	1	1	1	107.945434800236	1
Ptprr	34.1903171216789	356.090529113417	1	1	1
Ptprz1	1	1	1355.20725771154	1	943.099935147467
Ptrf	1	1406.94329530661	1	1	1
Pvalb	94.8566595015538	1	1	1	1
Pxk	28.1961430140506	96.8422508681451	1	1	1
Pxmp2	1	1	47.4662925554416	1	1
Pycard	1	1	1	100.09360027373	1
Pygb	29.4255305094886	1	275.727584770545	1	1
Qdpr	52.3302230576359	88.5728266081405	72.0668383912403	1	1416.98735871628
Qpct	82.7605550163875	1	1	1	563.742825370221
R3hdm2	75.5481366605744	1	1	1	1
Rab27a	1	1	1	152.895029989828	1
Rab27b	142.06914942534	1	1	1	1
Rab30	21.5623315240343	1	71.5736021475784	1	1
Rab33a	53.7887014305389	1	1	1	88.2339993830862
Rab3a	374.045156085543	1	1	1	1
Rab3b	575.670057861431	1	1	1	1
Rab3c	609.341209578923	1	1	1	1
Rab3gap2	76.2368740491152	1	1	1	1
Rab3il1	1	1	1	670.452013990247	1
Rab43	1	1	1	411.543469570501	1
Rab6b	387.278535292191	1	1	1	1
Rabgap1l	120.417514244094	1	1	1	1
Rabl2	111.959492545641	1	1	1	1
Rabl5	76.7837612379033	1	1	1	1
Rac2	1	1	1	344.395009384019	1
Rad21	51.8385573449802	206.803344630537	1	1	1
Rad54b	1	173.987223335387	1	1	1
Rai14	1	41.2562101663367	1	1	1
Ralyl	134.849571111553	1	1	1	1
Ramp2	1	212.205560216081	1	1	1
Ranbp2	62.7787237882559	111.746718274333	1	1	1
Ranbp6	114.795040151807	1	1	1	1
Rapgef3	1	1	118.023360611545	1	1
Raph1	76.268877987917	1	1	1	1
Rapsn	1	1	1	50.0032062070933	1
Rarres2	1	106.360281168382	69.3344693486784	1	1
Rars	116.773413850842	256.589389386362	1	1	1
Rars2	52.3034823531971	1	1	1	89.2591638683065
Rasa2	30.4129503593581	1	317.834610280439	1	1
Rasa3	24.6875049173695	1	1	1	64.2899487922472
Rasgef1b	46.6995719393699	1	1	1	361.102196166438
Rasgrf1	430.862561700783	1	1	1	59.9138254203986
Rasgrp1	219.14716081744	1	1	1	1
Rasgrp3	1	251.680154155173	1	567.729117060383	62.1266091957724
Rasl12	1	237.801822448002	1	1	1
Rassf3	1	98.8812696131476	1	1	1
Rassf4	1	1	1	71.752775308473	1
Rassf5	1	1	1	146.125593143368	1
Rbfox1	282.164877907441	1	1	1	1
Rbl1	1	1	1	291.209754084492	1
Rbm14	1	1	1	78.3563193299106	1
Rbm47	1	1	1	188.97948595968	1
Rbms1	1	175.055232628653	1	1	1
Rbms2	1	91.0718426708375	1	1	1
Rcan2	554.212214787553	1	1	1	406.624016557414
Rcbtb1	1	1	1	1	69.4507944574491
Rcbtb2	1	194.075958800588	1	242.334686182169	1
Rcc2	20.2536507255411	1	1	140.046837552638	1
Rcn1	1	102.659966808537	1	1	1
Rcn2	45.5663172422285	1	181.740726319609	1	1
Rcn3	1	111.793806983842	1	1	1
Rcsd1	1	145.13682330906	1	13.4712057352824	1
Reck	1	54.9279694499048	1	1	1
Recql	33.1113703420694	1	1	1	92.91318686621
Recql5	1	1	69.4741684604246	1	1
Reep1	88.078999341237	1	1	1	1
Reep2	90.9279330308361	1	1	1	1
Reln	106.770864839568	1	1	1	1
Renbp	1	1	1	74.0666573706621	1
Reps2	162.081834445922	1	1	1	1
Resp18	376.632710121464	1	1	1	1
Retsat	1	1	85.7298157086648	1	1
Rev3l	55.9560332042483	1	1	1	278.443229334015
Rftn2	1	1	172.838065609547	1	68.5550091672585
Rfx3	37.9190428056874	1	157.311018816685	1	1
Rfx4	1	1	187.067756114646	1	1
Rg9mtd2	23.4877853507684	97.2869446648963	1	1	1
Rgnef	1	1	1	1	51.8939615081904
Rgs1	1	1	1	1013.91457855858	1
Rgs10	95.0448985209092	1	1	1406.21652670255	1
Rgs12	1	148.572466767207	1	1	1
Rgs17	221.85175347001	1	1	1	1
Rgs19	27.7731793235892	1	1	339.512524600006	1
Rgs2	66.3675326165431	1	1	1699.48379523369	1
Rgs20	1	1	124.094696345818	1	1
Rgs4	1204.89191134521	643.602095718158	1	1	1
Rgs5	1	5042.76839809718	1	1	1
Rhoc	1	127.633561308004	1	1	1
Rhog	1	1	1	295.946388525868	231.779909984524
Rhoh	1	1	1	240.827655185165	1
Rhoj	1	78.0988177699814	1	1	1
Rian	129.945250811709	1	1	1	1
Rit2	361.336431603214	1	1	1	1
Rlbp1	1	1	116.214161186269	1	481.383262362119
Rmnd5a	97.7845084410448	1	1	1	1
Rnase4	1	167.837633437769	1	2870.40023597415	1
Rnaset2a	1	1	1	43.8357253078326	1
Rnf103	1	270.675942061897	1	1	1
Rnf11	73.8408147066856	1	1	1	1
Rnf113a2	1	1	1	1	41.8831806109773
Rnf122	1	1	1	1	144.779188108698
Rnf125	1	60.3468287218988	1	1	1
Rnf130	1	1	1	134.471967271949	1
Rnf144b	17.180879626817	122.805165596426	1	1	1
Rnf145	34.2296220304644	1	1	173.972229416713	1
Rnf157	94.8183609591171	1	1	1	1
Rnf182	1	1	179.036843089266	1	1
Rnf185	56.6648429257072	117.523697263279	1	1	1
Rnf19b	1	1	1	46.6032027271165	1
Rnf215	1	1	55.2989909947626	1	1
Rnf41	70.482024568637	1	1	1	1
Rnpc3	36.195550179839	1	98.5024010421494	1	1
Robo2	99.7346880399783	1	1	1	1
Robo4	1	97.9928562831438	1	1	1
Rod1	1	166.310383599738	1	210.442179640248	1
Rorb	286.365664844068	1	1021.87815456846	1	1
Rp2h	1	1	1	291.470322233806	1
Rph3a	177.126591039715	1	1	1	1
Rps6ka1	1	1	1	238.023433696171	1
Rptor	30.1312203780792	1	1	71.2419817192653	1
Rreb1	1	1	1	273.00357550658	1
Rrp36	1	1	1	1	47.145418651866
Rrp8	1	1	158.046346874884	1	1
Rtkn	48.5676105403964	1	1	1	139.896469159379
Rtkn2	1	1	1	1	65.5674190148346
Rtn1	1046.56767073316	1	1	138.446602893327	117.185759849972
Rtp4	1	317.299863231943	1	1	1
Rufy1	24.7429027530316	1	1	114.65880321816	1
Rufy3	419.087448835916	1	1	1	228.033645182695
Runx1t1	219.218200061112	74.544994007022	1	1	1
Ruvbl1	81.0911907565007	1	1	1	1
Ryr2	110.40640815858	1	1	1	1
S100a11	1	302.684185190883	1	1	1
S100a16	1	188.29631137052	381.90778500665	1	607.898278939458
S100b	1	1	111.862561410446	1	212.951282096012
S1pr1	1	385.836790750255	2213.3342228481	1	1
Sall1	1	1	1	681.111377671895	1
Samd9l	1	115.328858697553	1	1	1
Samhd1	1	120.661938065854	1	155.335034848087	1
Samsn1	1	1	1	169.523019590488	1
Sap30bp	62.5548395324005	1	1	1	117.112124463311
Sash3	1	1	1	170.688811323802	1
